year,study_ID,Column1,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,host_species,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,notes,all_type,all_type2,md,insec1,insec,sm
,"(Tono et al., 2015)",cited,,,Nigeria,,,,,NGA,,,,dogs,dogs,micro," blood film, microhaematocrit centrifugation technique ",1,Trypanosoma_brucei,Trypanosoma_brucei,192,4,2.083333333,,https://www.researchgate.net/publication/282395806_Presence_of_Trypanosome_Species_and_Anemic_Status_of_Dogs_in_Zuru_Nigeria,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Toz et al., 2009)",cited,,,Turkey,,,,,TUR,,,,dogs,dogs,sero, NA ,9,Leishmania_spp.,Leishmania_spp.,140,28.98,20.7,,http://www.newmicrobiologica.org/PUB/allegati_pdf/2009/1/93.pdf,,,19382674,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Toz et al., 2013)",cited,,,Cyprus,,,,,CYP,,,,dogs,dogs,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,83,3,3.61,,https://pubmed.ncbi.nlm.nih.gov/23955908/,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2014,"(Tripodi et al., 2014)",cited,2013,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,Bombus_pensylvanicus,B. pensylvanicus ,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,24,3,12.5,m4,3,21,0.125,W,,cross_sectional ,bats,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_spp.,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,7,6,85.7,m16,6,1,0.857,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_sandersoni,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,15,11,75,m16,11,4,0.75,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_ternarius,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,22,20,90,m16,20,2,0.9,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_terricola,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,1,1,100,m16,1,0,1,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_californicus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,7,7,100,m16,7,0,1,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_caliginosus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,21,4,19,m16,4,17,0.19,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_mixtus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,7,7,100,m16,7,0,1,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_vosnesenskii,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,75,47,62.7,m16,47,28,0.627,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_pensylvanicus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,93,9,9.8,m16,9,84,0.098,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_huntii,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,70,45,64.3,m16,45,25,0.643,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_rufocinctus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,26,6,23.1,m16,6,20,0.231,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_citrinus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,2,2,100,m16,2,0,1,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_borealis,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,12,12,100,m16,12,0,1,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_vagans,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,99,50,50.5,m16,50,49,0.505,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_perplexus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,32,24,75,m16,24,8,0.75,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_griseocollis,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,286,271,94.8,m16,271,15,0.948,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_impatiens,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,678,454,67,m16,454,224,0.67,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_fervidus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,97,43,44.3,m16,43,54,0.443,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_bimaculatus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,75,66,88,m16,66,9,0.88,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_sandersoni,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,15,4,25,m16,4,11,0.25,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_caliginosus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,21,9,40,m16,9,12,0.4,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_vagans,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,99,21,21.2,m16,21,78,0.212,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_perplexus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,32,8,25,m16,8,24,0.25,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_impatiens,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,678,18,2.7,m16,18,660,0.027,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_fervidus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,97,53,54.6,m16,53,44,0.546,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",cited,,North America,USA,,,,,USA,Hymenopterans,Bombus_bimaculatus,,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,75,5,6.7,m16,5,70,0.067,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
,"(Trindade et al., 2015)",cited,,,Brazil,,,,,BRA,,,,dogs,dogs,sero," IFAT, IFA ",5,Trypanosoma_cruzi,Trypanosoma_cruzi,227,81,35.68281938,,https://www.researchgate.net/publication/281211845_Immunofluorescent_Antibody_Test_IFAT_for_Trypanosoma_cruzi_in_dogs_from_urban_and_rural_areas_of_Pelotas_RS,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tsakmakidis et al., 2017)",cited,Europe,,Greece,,,,,GRC,,,,rodents,rodents,mol,PCR ,9,Leishmania_spp.,Leishmania_spp.,97,18,18.56,,https://onlinelibrary.wiley.com/doi/full/10.1111/tmi.12982,,,28986939,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Valadas et al., 2010)",cited,,,Brazil,,,,,BRA,,,,dogs,dogs,sero," enzyme-linked immunosorbent assay, indirect fluorescent antibody test ",9,Leishmania_spp.,Leishmania_spp.,129,30,23.25581395,,https://link.springer.com/article/10.1007%2Fs00436-010-1890-2,,,20445991,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2012,"(Valdivia et al., 2012)",cited,2009,South America,Peru,12°00’S,77°00’W,3,3,PER,Diptera,,Drain fly,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,1299,54,4.16,62,54,1245,0.0416,,sylvatic ,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
,"(Valkiunas et al., 2003)",cited,,,USA,,,,,USA,,,,birds,birds,micro," microscopic, blood film ",9,Leishmania_major,Leishmania_major,57,16,28.07017544,,https://www.tandfonline.com/doi/pdf/10.1080/002229302100001033221?needAccess=true,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Valkiunas et al., 2004)",cited,,,Costa Rica,,,,,CRI,,,,birds,birds,micro,microscopic screening,1,Trypanosoma_spp.,Trypanosoma_spp.,354,7.08,2,,https://watermark.silverchair.com/0090-3558-40_3_555.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAArowggK2BgkqhkiG9w0BBwagggKnMIICowIBADCCApwGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMgtmkoUBepwkurRFhAgEQgIICbbvEWwWaQQSesQyGjnP2vdaHotRCSud9euVTmG0hMEgjH3E4Lr5mQLMEj3suOoO0Ah41HozbDeKbjGWXvYJLOZWKE9X3RWM9fQz20JUgrA4uzn5i25Uckzc1ppsb6JiUQ-JLyeIdGStx3sL4-283cnxkSerMP38LQKpUCbtsSX4BI5cbZQ1BsG2cJsmyEUD5VoEDgxNiwQu3BkBGPrcsIRr2UemErhlPDDU2tFjffk7k6OZJQxbILLP02llXPVWDuvgRGu6MTa2NatNewb5NV8MlNJCKe8m6QtQ_M73FqKzlHoK7v5_MSIWTrmJjNl1ikRZeQxZL40DwmyRAlqw8Xm0uGmN9Uwi-bRmH4tC8uP4cDnzbrR-qd3lneG7ry3r-veh9iIPkK0invThEMC46fagfxR93G7dV1m4GI0qGLKcnbfFlQpf_Tu2emlYiWBy2cyc7iWw37mzLNREf4e1iSC-GsrdQ7Ni761oHHgDKFcLqijFsBxIrlfQeEr37lu-0nc1inQKE9S-OiCgCyfgxcI3vUVVm7yRVQNhYLmLC92GeHrhWrZi8m-mCtU7xGWY2CRm0LF9scJiIEPdght8Re-P5JjOUMk1z6-EoAwWq8_-5Bfk40OJJ7g1EiW66O49JjVHqL7lAiq31XSWad4_YnJfYXMedjBj1rXEnWXkEKtM74_RR7sSkJUZxeP325KSqhbyhKwj6iCDSVTrc2m-mi7NJfPyqrwyNpG238LgnrNqU8eIh202YYJDfAIRg47zhq7aNwBwpuZ8HS6ZOcQtt4tyZa8tCYOFVPU0aG8ecOuR1B7qj-8kuo27uNCdAqw,,,15465725,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2019,"(Vanderplanck et al., 2019)",cited,,Europe,Belgium,,,1,1,BEL,Hymenopterans,Bombus_pascuorum,B. pascuorum,bees (mono),bees,mol,PCR,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,240,50,20,227040917,77,283,0.213,W,,cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vargas et al., 2017)",cited,2014-2015,South America,"Chile, Israel",33°24’S,70°40’W,1,1,"CHL, ISR",Hymenopterans,Apis_mellifera,Apis mellifera,bees (mono),bees,mol, PCR ,Lotmaria_spp.,C.mellificae&L.passim,Lotmaria_passim,467,290,62,63,290,177,0.62,W,,cross_sectional ,beehives,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,Apis cerana Fabricius,,bees (mono),bees,mol, PCR ,Lotmaria_spp.,C.mellificae&L.passim,Lotmaria_passim,4,2,50,mf2,2,2,0.5,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,Apis mellifera Linnaeus ,,bees (mono),bees,mol, PCR ,Lotmaria_spp.,C.mellificae&L.passim,Lotmaria_passim,13,5,38.46153846,mf2,5,8,0.384615385,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,A. mellifera ,,bees (mono),bees,mol, PCR ,Lotmaria_spp.,C.mellificae&L.passim,Lotmaria_passim,14,2,14.28571429,mf2,2,12,0.142857143,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,Apis dorsata Fabricius ,,bees (mono),bees,mol, PCR ,Lotmaria_spp.,C.mellificae&L.passim,Lotmaria_passim,19,1,5.263157895,mf2,1,18,0.052631579,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,Bombus_simillimus ,,bees (mono),bees,mol, PCR ,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,8,2,25,mf2,2,6,0.25,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,Bombus_asiaticus ,,bees (mono),bees,mol, PCR ,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,18,8,44.44444444,mf2,8,10,0.444444444,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",cited,,Asia,India,,,,,IND,Hymenopterans,Bombus_trifasciatus ,,bees (mono),bees,mol, PCR ,monoxenous_spp.,monoxenous_spp.,Crithidia_spp.,5,2,40,mf2,2,3,0.4,W,,Cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
,"(Valkiunas et al., 2005)",cited,,,Uganda,,,,,UGA,,,,birds,birds,micro," microscopic, blood film ",1,Trypanosoma_spp.,Trypanosoma_spp.,307,34,11.07491857,,https://watermark.silverchair.com/0090-3558-41_3_580.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAArowggK2BgkqhkiG9w0BBwagggKnMIICowIBADCCApwGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMkunNZOdlcMluYZxzAgEQgIICbdWrjtdGJIpk8988GKGL7_2QPOUI3732eGs0aiMqD59VZ6RVRE5tXVLF7ywpQJNPpBwn702JOnaQ_ZGYQz1ectkTbBlsjHgiIFxZjTZldwk1-_pV1grYMeUhMm4I2OCMiLYkWX_UeegiNBHxau_X4IPOtNNs-LLKJbeTOyXroDU8unXJQt8zzBsoKGgs7deU9zyHZiush2iQ8jyjzROp8fv8gY4n4uSiyYn0RvartiM7XASzDVRkMbd4SRcCMPMscEUUmaNBO9eSbUGpyvUnE6Fh4s7WH-Q2aWOxlit86LxMZzlQHpEXwgEfD92F1akeZCyHD65fnP46OFiwiwhU8MOF4JguV2_5l4RmMfO3dDdBMZKOToW73l6HJxQKh-YUNzjHi-IWikpz1vMq-H_AhDG8SNPp2QgEVYZ5l5xa1NdR6Xw3F7RndvghyrMqrK99nrJq1nh0kLeC5dvfVQ9aWZZew5tQJORnf6EVaDtyPF4S98Mcc_MF_r7rO-xUl0UX2JXO8XD5GLuwJfGJQ0YyhDJ7t0mEdzDPwPikAROAAM9jCOJAXVtW7hbLWLeMjdf7OPku4tGzlPoA7L4DSM7wc_rSOGoiPeWwld7FD-UCzcblk1rQYhCuWdwhEIra8eAwYzYe2ixdSeNVR0FpXiMXR_wYnK-QPqxM_BuETlxNH7L2wSKC5fFuADL_2QhSwZ2rdG4IpVJyDg6fc8yS5wlUOVGQKL1X9Skf5Xbt7ep8S7Z_pA7xML5BgIFOsKL-_0MDDKaSfxRoNccVmHuXj5OuDIIAHFaeJGIj4saDnNi70DjOlMA4GabDNhTxh-zxSA,,,16244068,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2008,"(Villagran et al., 2008)",cited,2003-2005,North America,Mexico,19°20’N,99°10’W,1,2,MEX,Hemiptera,Triatoma Mexicana,"Tri. Mexicana, Tri. Gerstaeckeri, Tri. Pallidipennis, Tri. Dimidiata",truebugs,truebugs,micro,"microscopic	examination",5,Trypanosoma_cruzi,Trypanosoma_cruzi,508,145,28.5,18589465,145,363,0.285,,within and outside dwellings,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
,"(Villena et al., 2018)",cited,,,Peru,,,,,PER,,,,,bats,micro," microscopic, smears, microscopy ",,Trypanosomatidae_spp.,Trypanosomatidae_spp.,121,42,34.71,,http://www.ajtmh.org/docserver/fulltext/14761645/99/3/tpmd170816.pdf?expires=1607274745&id=id&accname=guest&checksum=CA6042FA792A4EFAC72BBCFFC41AFE68,,,30014825,,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,none_insects,2,sys
,"(Villagran et al., 2011)",cited,,,Mexico,,,,,MEX,,,,animals,animals,sero,serological ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,50,12,24,,https://www.researchgate.net/publication/292513371_Pathological_alterations_and_prevalence_of_Trypanosoma_cruzi_in_opossums_from_western_Mexico,,,29256285,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2013,"(Voty ́pka et al., 2013)",cited,2005 and 2009,Europe,Czech Republic,50°05’N,14°22’E,1,2,CZE,Siphonaptera,Monopsyllus sciurorum,"Monopsyllus sciurorum , Chaetopsylla globiceps, Ctenocephalides felis, Nosopsyllus fasciatus, Ctenophthalmus agyrtes, Ctenocephalides canis, Chaetopsylla globiceps, Pulex irritans, Nycteridopsylla eusarca, Pulex simulans.",fleas,fleas,micro, cultures ,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,1549,239,15.43,33,239,1310,0.1543,,,cross_sectional ,"Trypanosomatidae_spp.  and Herpetomonas nabiculae, Herpetomonas sp., leptomonas cf. tenua, Blechomonas pulexsimulantis, Blechomonas ayalai, Blechomonas maslovi, Blechomonas campbelli, Blechomonas keelingi, Blechomonas englundi, Blechomonas lauriereadi, Blechomonas wendygibsoni, Blechomonas luni, Blechomonas danrayi.",7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2010,"(Votypka et al., 2010)",cited,2007,Asia,China,39°55’N,116°20’E,1,2,CHN,Hemiptera,Leptocorisa lepida,"Leptocorisa lepida, Diplonychus rusticus, Cletus bipunctatus, Ochrochira sp., Geocoris varius, Aquarius paludum paludum, Iphita limbata, Bolaca unicolor, Eysarcoris guttigerus, Eysarcoris montivagus, Sarju taungyiana , Dysdercus poecilius, Melamphacis faber, Rhynocoris sp., Dieuches pamelae, Gyndes sp., Metochus sp., ",truebugs,truebugs,mol, agreement (microscopic examination and PCR ),,Trypanosomatidae_spp.,Trypanosomatidae_spp.,407,6,1.5,19835965,67,340,0.16,,,cross_sectional ,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2010,"(Votypka et al., 2010)",cited,2007,Asia,China,39°55’N,116°20’E,1,2,CHN,Hemiptera,Leptocorisa lepida,"Leptocorisa lepida, Diplonychus rusticus, Cletus bipunctatus, Ochrochira sp., Geocoris varius, Aquarius paludum paludum, Iphita limbata, Bolaca unicolor, Eysarcoris guttigerus, Eysarcoris montivagus, Sarju taungyiana , Dysdercus poecilius, Melamphacis faber, Rhynocoris sp., Dieuches pamelae, Gyndes sp., Metochus sp., ",truebugs,truebugs,mol, agreement (microscopic examination and PCR ),monoxenous_spp.,monoxenous_spp.,monoxenous_spp.,407,60,14.7,19835965,60,347,0.147,,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
,"(von Dohlen et al., 2018)",cited,,,Grenada,,,,,GRD,,,,rates,rodents,sero,serological ,9,Leishmania_spp.,Leishmania_spp.,146,34,23.29,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6200568/,,,30410240,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Votypka et al., 2018)",cited,,,Cameroon,,,,,CMR,,,,,flies,mol, PCR ,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,75,5,6.67,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6139395/,,,30225193,,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,sys
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,Catorhintha guttula,Catorhintha guttula ,truebugs (mono),truebugs,mol,PCR,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,18,12,67,m13,12,6,0.67,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,Catorhintha selector ,Catorhintha selector ,truebugs (mono),truebugs,mol,PCR,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,54,26,48.15,m13,26,28,0.4815,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,37,4,10.81,m13,4,33,0.1081,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,Niesthrea vincentii ,Niesthrea vincentii ,truebugs (mono),truebugs,mol,PCR,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,11,2,18.18,m13,2,9,0.1818,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Hemiptera,Mecidea longula ,Mecidea longula ,truebugs (mono),truebugs,mol,PCR,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,33,3,9.09,m13,3,30,0.0909,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Hemiptera,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,37,2,5.41,m13,2,35,0.0541,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,Dysdercus modestus ,Dysdercus modestus ,truebugs (mono),truebugs,mol,PCR,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_pyrrhocoris,16,13,81,m13,8,8,0.5,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",cited,,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_pyrrhocoris,37,1,2.7,m13,1,36,0.027,,sylvatic ,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
