year,study_ID,year_of_collection ,continent ,country,latitude,longitude,sociality,life expectency,IS03,Order,host_species2,host_species12,host_species,host1,host,dm,dignostic_method,genus1,genus2,genus,Tryp_species,Tryp_species12,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,Column1,notes,all_type,all_type2,md,insec1,insec,sm
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,ephippiatus,Bombus_ephippiatus,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,1404,1,0.1,m17,1,1403,0.001,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,ephippiatus,Bombus_ephippiatus,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,1404,108,7.7,m17,108,1296,0.077,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,ephippiatus,Bombus_ephippiatus,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,1404,5,0.4,m17,5,1399,0.004,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2015,"(Sachman-Ruiz et al., 2015)",,North America,Mexico,,,,,MEX,Hymenopterans,impatiens,Bombus_impatiens,,bees (mono),bees,mol,qpcr,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1200,120,10,m18,120,1080,0.1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Cavigli et al., 2016)",,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,Apis_mellifera,Apis_mellifera,Apis mellifera,bees (mono),bees,mol,"PCR, qPCR",Apis_spp.,,Crithidia_spp.,C.mellificae&L.passim,C.mellificae&L.passim,"Crithidia_mellificae,_Lotmaria_passim",880,245,27.8,m2,245,635,0.278,WM,,cross_sectional ,,bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Popp et al., 2012)",2009,Europe,Germany,52°30’N,13°25’E,1,1,DEU,Hymenopterans,terrestris,Bombus_terrestris,B. terrestris,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,91,51,56,m3,51,40,0.56,W,,cross_sectional ,,males/queens/workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Popp et al., 2012)",2009,Europe,Germany,52°30’N,13°25’E,1,1,DEU,Hymenopterans,lapidarius,Bombus_lapidarius,B. lapidarius,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,162,84,51.9,m3,84,78,0.519,W,,cross_sectional ,,bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2014,"(Tripodi et al., 2014)",2013,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,pensylvanicus,Bombus_pensylvanicus,B. pensylvanicus ,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,24,3,12.5,m4,3,21,0.125,W,,cross_sectional ,,bats,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Tognazzo et al., 2012)",2008-2010,Europe,Switzerland,,,1,1,CH,Hymenopterans,Bombus,Bombus_spp.,Bombus spp. ,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1691,306,18.1,m5,306,1385,0.181,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Jabal-Uriel et al., 2017)",2012-2014,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Hymenopterans,terrestris,Bombus_terrestris,B. terrestris,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,83,13,15.7,m6,13,70,0.157,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Rangel et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Chiroptera,,Anoura caudifer ,Anoura caudifer ,bats,bats,mol," DTUs, nested PCR, PCR ",,,Crithidia_spp.,C.mellificae&L.passim,C.mellificae&L.passim,Crithidia_mellificae,181,1,0.6,m8,1,180,0.006,,sylvatic ,Cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,none_insects,2,meta
2019,"(Rangel et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Chiroptera,,Carollia perspicillata,"Carollia perspicillata , Sturnira lilium, Artibeus lituratus.",bats,bats,mol," DTUs, nested PCR, PCR ",,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,181,4,2.2,m8,4,177,0.022,,sylvatic ,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2019,"(Rangel et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Chiroptera,,Anoura geoffroyi,"Anoura geoffroyi , Carollia perspicillata, Sturnira lilium, Artibeus lituratus, Carollia perspicillata, Sturnira lilium.",bats,bats,mol," DTUs, nested PCR, PCR ",,,,Trypanosoma_dionisii,Trypanosoma_dionisii,Trypanosoma_dionisii,181,13,7.2,m8,13,168,0.072,,sylvatic ,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Felis catus ,Felis catus ,cats,cats,sero,IFA,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,41,22,54.7,m9,22,19,0.547,,,Cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis familiaris ,Canis familiaris ,dogs,dogs,sero,Avar( ELISA and IFA),,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,53,26,49,m9,26,27,0.49,,,Cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Felis catus ,Felis catus ,cats,cats,sero,IFA,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,41,21,51.2,m9,21,20,0.512,,,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis familiaris ,Canis familiaris ,dogs,dogs,sero,Avar( ELISA and IFA),,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,53,42,79,m9,42,11,0.79,,,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,sero,IFA,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,34,2,5.9,m9,2,32,0.059,,,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,sero,IFA,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,102,1,0.9,m9,1,101,0.009,,,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,Apis cerana Fabricius,Apis cerana Fabricius,,bees (mono),bees,mol, PCR ,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,4,2,50,mf2,2,2,0.5,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,trifasciatus ,Bombus_trifasciatus ,,bees (mono),bees,mol, PCR ,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,5,2,40,mf2,2,3,0.4,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,simillimus ,Bombus_simillimus ,,bees (mono),bees,mol, PCR ,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,8,2,25,mf2,2,6,0.25,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,Apis mellifera Linnaeus ,Apis mellifera Linnaeus ,,bees (mono),bees,mol, PCR ,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,13,5,38.46153846,mf2,5,8,0.384615385,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,A. mellifera ,A. mellifera ,,bees (mono),bees,mol, PCR ,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,14,2,14.28571429,mf2,2,12,0.142857143,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,asiaticus ,Bombus_asiaticus ,,bees (mono),bees,mol, PCR ,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,18,8,44.44444444,mf2,8,10,0.444444444,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Vavilova et al, 2017)",,Asia,India,,,,,IND,Hymenopterans,Apis dorsata Fabricius ,Apis dorsata Fabricius ,,bees (mono),bees,mol, PCR ,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,19,1,5.263157895,mf2,1,18,0.052631579,W,,Cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2013,"(Ravoet et al., 2013)",,Europe,Belgium,BEL,,,,BEL,Hymenopterans,A. mellifera ,A. mellifera ,,bees (mono),bees,mol, PCR ,Apis_spp.,,Crithidia_spp.,C.mellificae&L.passim,C.mellificae&L.passim,Crithidia_mellificae,363,256,70.52341598,mfh1,256,107,0.70523416,W,,Cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2010,"(Mekibib et al., 2010)",2008-2009,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,,Equus asinus,Equus asinus,equids,equids,micro," buffy coat , smears, Giemsa stained ",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,400,5,1.3,T1,5,395,0.013,,,Cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Lopez-Cespedes et al., 2012)",NA,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA,,,9,Leishmania_braziliensis,Leishmania_braziliensis,Leishmania_braziliensis,412,31,7.52,T11,31,381,0.0752,,stray,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Lopez-Cespedes et al., 2012)",NA,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,412,25,6.07,T11,25,387,0.0607,,stray,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Lopez-Cespedes et al., 2012)",NA,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA,,,,Leishmania_mexicana,Leishmania_mexicana,Leishmania_mexicana,412,85,20.63,T11,85,327,0.2063,,stray,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Muhanguzi et al., 2014)",20102011,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,ITS-PCR,,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei_rhodesiense,6048,2,0.03,T12,2,6046,0.0003,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Muhanguzi et al., 2014)",20102011,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,ITS-PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,6048,1062,17.4,T12,1062,4986,0.174,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,2,2,SEN,Perissodactyla,,Equus asinus,"Equus asinus, Equus caballus",animals,animals,mol, PCR ,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_forest,86,3,3.5,T15,3,83,0.035,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,2,2,SEN,Perissodactyla,,Equus asinus,"Equus asinus, Equus caballus",animals,animals,mol, PCR ,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_savannah,86,2,2.3,T15,2,84,0.023,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,2,2,SEN,Artiodactyla,,Bos taurus indicus Linnaeus,"Bos taurus indicus Linnaeus, Bos taurus taurus Linnaeus, ",cattle,cattle,mol, PCR ,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_forest,122,3,2.5,T15,3,119,0.025,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,2,2,SEN,Artiodactyla,,Bos taurus indicus Linnaeus,"Bos taurus indicus Linnaeus, Bos taurus taurus Linnaeus, ",cattle,cattle,mol, PCR ,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_savannah,122,1,0.8,T15,1,121,0.008,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,1,1,SEN,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol, PCR ,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_forest,154,2,1.3,T15,2,152,0.013,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,1,1,SEN,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol, PCR ,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_savannah,154,5,3.2,T15,5,149,0.032,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Ravel et al., 2015)",2011-2012,Africa,Senegal,14°34’N,17°29’W,1,1,SEN,Artiodactyla,,Capra hircus,Capra hircus,goats,goats,mol, PCR ,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,52,1,1.9,T15,1,51,0.019,,,cross_sectional ,,PCR,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Alanazi et al., 2018)",2015-2017,Asia,Saudi Arabia,24°41’N,46°42’E,1,1,SAU,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,mol,ITS10-PCR ,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,368,12,3.2,T17,12,356,0.032,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Alanazi et al., 2018)",2015-2017,Asia,Saudi Arabia,24°41’N,46°42’E,1,1,SAU,Perissodactyla,,Equus asinus,Equus asinus,equids,equids,mol,ITS10-PCR ,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,142,4,2.8,T17,4,138,0.028,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,754,92,12.2,T19,92,662,0.122,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,,Equus asinus,Equus asinus,equids,equids,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,84,3,3.6,T19,3,81,0.036,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Capra hircus,Capra hircus,goats,goats,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,264,10,3.9,T19,10,254,0.039,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,25,7,28,T19,7,18,0.28,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,10,1,10,T19,1,9,0.1,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,493,30,6,T19,30,463,0.06,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,181,4,2.2,T19,4,177,0.022,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,754,26,3.4,T19,26,728,0.034,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,,Equus asinus,Equus asinus,equids,equids,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,84,5,5.9,T19,5,79,0.059,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Capra hircus,Capra hircus,goats,goats,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,264,8,3,T19,8,256,0.03,,,cross_sectional ,,not very clear breakdown ofTrypanosoma infections,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,493,13,2.6,T19,13,480,0.026,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,181,4,2.2,T19,4,177,0.022,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,pratorum,Bombus_pratorum,B. pratorum,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,2,1,50,T2,1,1,0.5,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,lucorum,Bombus_lucorum,B. lucorum ,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,5,1,20,T2,1,4,0.2,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,lapidarius,Bombus_lapidarius,B. lapidarius ,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,7,1,14,T2,1,6,0.14,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,pyrenaeus,Bombus_pyrenaeus,B. pyrenaeus,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,18,2,11,T2,2,16,0.11,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,monticola,Bombus_monticola,B. monticola,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,23,1,4,T2,1,22,0.04,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,mesomelas,Bombus_mesomelas,B. mesomelas,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,26,6,23,T2,6,20,0.23,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,ruderarius,Bombus_ruderarius,B. ruderarius,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,36,5,14,T2,5,31,0.14,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,sichelii,Bombus_sichelii,B. sichelii,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,79,2,3,T2,2,77,0.03,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2005,"(Korner & Schmid-Hempel, 2005)",2001,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,wurflenii,Bombus_wurflenii,B. wurflenii,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,194,21,11,T2,21,173,0.11,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2014,"(Mejia-Jaramillo et al., 2014)",,South America,Colombia,04°34’N,74°00’W,1,4,COL,Hemiptera,,Rhodnius prolixus,"R. prolixus, Rhodnius pic- tipes, T. dimidiata, R. pictipes, Panstrongylus rufotuberculatus",truebugs,truebugs,micro,micro,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,464,44,9.4,T3,44,420,0.094,,,longitudinal,,"prospective , among houses of infected pp",1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2013,"(Cassini et al., 2013)",2006-2007,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, IFAT ,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,449,31,6.9,T4,31,418,0.069,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Bento et al., 2018)",,South America,Brazil,15°47’S,47°55’W,2,2,BRA,Chiroptera,,Glossophaga soricina,"Glossophaga soricina, Phyllostomus hastatus, Anoura caudifera, Artibeus planirostris , Phyllostomus discolor.",bats,bats,sero, microhematocrit,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,412,28,6.8,T5,28,384,0.068,,,cross_sectional ,,microhematocrit,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
